Rank;Full Journal Title;JCR Abbreviated Title;Issn;Total Cites;Journal Impact Factor;Impact Factor without Journal Self Cites;5-Year Impact Factor;Immediacy Index;Citable Items;Cited Half-life;Citing Half-life;Eigenfactor Score;Article Influence Score;% Articles in Citable Items;Average Journal Impact Factor Percentile;Normalized Eigenfactor
9983;Revue Roumaine des Sciences Techniques-Serie Electrotechnique et Energetique;REV ROUM SCI TECH-EL;0035-4066;106;0.524;0.190;0.401;0.095;42;3.4;8.7;0.000040;0.013;100.000;20.039;0.00488
9992;ACTA METALLURGICA SINICA;ACTA METALL SIN;0412-1961;1,461;0.523;0.383;0.548;0.068;177;7.1;9.2;0.001830;0.111;100.000;30.822;0.20840
9992;Bioinspired Biomimetic and Nanobiomaterials;BIOINSPIR BIOMIM NAN;2045-9858;77;0.523;0.523;0.857;0.773;22;Not Available;8.7;0.000360;0.337;100.000;5.233;0.04061
9992;INTERNATIONAL POLYMER PROCESSING;INT POLYM PROC;0930-777X;595;0.523;0.455;0.620;0.051;59;9.4;>10.0;0.000680;0.151;96.610;16.209;0.07791
9992;JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS;J AGR RESOUR ECON;1068-5502;632;0.523;0.455;0.868;0.083;24;>10.0;>10.0;0.000820;0.376;100.000;30.162;0.09329
9992;JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS;J AGR RESOUR ECON;1068-5502;632;0.523;0.455;0.868;0.083;24;>10.0;>10.0;0.000820;0.376;100.000;30.162;0.09329
9992;MATHEMATICAL RESEARCH LETTERS;MATH RES LETT;1073-2780;1,421;0.523;0.517;0.790;0.131;61;>10.0;>10.0;0.007830;1.109;100.000;36.378;0.89247
9998;HIGH TEMPERATURES-HIGH PRESSURES;HIGH TEMP-HIGH PRESS;0018-1544;481;0.522;0.362;Not Available;0.167;36;>10.0;>10.0;0.000260;Not Available;100.000;16.337;0.02987
9998;Indian Journal of Pathology and Microbiology;INDIAN J PATHOL MICR;0377-4929;1,010;0.522;0.491;0.699;0.146;123;6.0;>10.0;0.001760;0.168;91.870;6.962;0.20009
9998;KNOWLEDGE ORGANIZATION;KNOWL ORGAN;0943-7444;184;0.522;0.203;0.503;0.1;40;7.1;9.1;0.000210;0.086;100.000;30.814;0.02411
9998;ORGANIZATIONAL DYNAMICS;ORGAN DYN;0090-2616;1,450;0.522;0.493;1.101;0.054;37;>10.0;8.8;0.001070;0.396;100.000;14.181;0.12214
9998;TRANSPORTATION RESEARCH RECORD;TRANSPORT RES REC;0361-1981;12,833;0.522;0.345;0.778;0.038;816;9.5;8.2;0.018910;0.264;99.880;19.643;2.15528
10003;AFRICAN ENTOMOLOGY;AFR ENTOMOL;1021-3589;438;0.521;0.432;0.645;0.164;61;7.1;>10.0;0.000800;0.178;96.720;21.809;0.09067
10003;FORMAL ASPECTS OF COMPUTING;FORM ASP COMPUT;0934-5043;393;0.521;0.466;0.865;0.371;35;7.8;9.8;0.000800;0.310;100.000;14.623;0.09090
10003;Iranian Journal of Pediatrics;IRAN J PEDIATR;2008-2142;344;0.521;0.479;0.572;0.068;74;3.9;8.9;0.001120;0.158;97.300;7.917;0.12766
10003;Journal of Food Measurement and Characterization;J FOOD MEAS CHARACT;1932-7587;48;0.521;0.437;Not Available;0.092;65;Not Available;>10.0;0.000100;Not Available;100.000;16.400;0.01160
10003;ODONATOLOGICA;ODONATOLOGICA;0375-0183;343;0.521;0.354;0.406;0.053;19;>10.0;>10.0;0.000220;0.107;100.000;21.809;0.02557
10003;SEED SCIENCE AND TECHNOLOGY;SEED SCI TECHNOL;0251-0952;1,151;0.521;0.415;0.695;0.054;56;>10.0;>10.0;0.000840;0.188;98.210;30.514;0.09536
10009;Africana Linguistica;AFR LINGUIST;0065-4124;49;0.520;0.440;0.457;0.5;6;Not Available;>10.0;0.000180;0.252;100.000;43.923;0.02001
10009;COMPUTATIONAL STATISTICS;COMPUTATION STAT;0943-4062;498;0.520;0.493;0.560;0.017;59;7.5;>10.0;0.002210;0.417;100.000;20.732;0.25138
10009;FEMINIST STUDIES;FEMINIST STUD;0046-3663;600;0.520;0.420;0.546;0.038;26;>10.0;>10.0;0.000990;0.502;92.310;33.750;0.11245
10009;JOURNAL OF EAST ASIAN LINGUISTICS;J EAST ASIAN LINGUIS;0925-8558;178;0.520;0.440;0.523;0.0;12;>10.0;>10.0;0.000280;0.286;100.000;43.923;0.03207
10013;Baltic Journal of Road and Bridge Engineering;BALT J ROAD BRIDGE E;1822-427X;162;0.519;0.286;0.656;0.043;46;3.8;6.7;0.000450;0.161;100.000;21.825;0.05159
10013;Hypatia-A Journal of Feminist Philosophy;HYPATIA;0887-5367;746;0.519;0.426;0.804;0.255;51;>10.0;9.7;0.001130;0.318;96.080;31.250;0.12874
10013;International Arab Journal of Information Technology;INT ARAB J INF TECHN;1683-3198;292;0.519;0.327;0.527;0.141;78;4.4;9.5;0.000260;0.049;98.720;13.084;0.02951
10013;International Journal of Shoulder Surgery;INT J SHOULDER SURG;0973-6042;128;0.519;0.519;0.890;0.038;26;4.0;7.0;0.000550;0.336;84.620;10.368;0.06304
10013;International Journal of Sports Science & Coaching;INT J SPORTS SCI COA;1747-9541;446;0.519;0.339;0.768;0.083;72;5.6;>10.0;0.000860;0.181;100.000;15.801;0.09801
10013;MICROELECTRONICS INTERNATIONAL;MICROELECTRON INT;1356-5362;148;0.519;0.463;0.659;0.208;24;5.4;7.3;0.000360;0.188;100.000;15.617;0.04075
10013;OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES;OCEANOL HYDROBIOL ST;1730-413X;342;0.519;0.434;0.688;0.115;52;5.7;>10.0;0.000660;0.173;100.000;10.656;0.07530
10013;PHYSICS OF PARTICLES AND NUCLEI;PHYS PART NUCLEI+;1063-7796;533;0.519;0.514;0.495;0.159;69;7.5;>10.0;0.001360;0.213;98.550;5.357;0.15445
10021;CLINICAL DYSMORPHOLOGY;CLIN DYSMORPHOL;0962-8827;432;0.518;0.494;0.411;0.143;42;>10.0;8.7;0.000590;0.153;97.620;6.928;0.06689
10021;INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE;INT J TROP INSECT SC;1742-7584;281;0.518;0.494;Not Available;0.045;22;7.7;>10.0;0.000480;Not Available;100.000;19.681;0.05445
10021;Scandinavian Journal of Hospitality and Tourism;SCAND J HOSP TOUR;1502-2250;309;0.518;0.393;0.939;1.0;23;6.4;>10.0;0.000320;0.160;100.000;20.943;0.03651
10021;Turkish Journal of Electrical Engineering and Computer Sciences;TURK J ELECTR ENG CO;1300-0632;388;0.518;0.493;0.583;0.036;166;3.6;8.7;0.001010;0.125;100.000;13.470;0.11479
10025;DEVELOPING ECONOMIES;DEV ECON;0012-1533;228;0.517;0.517;0.494;0.077;13;>10.0;>10.0;0.000250;0.213;100.000;21.568;0.02822
10025;IET Computers and Digital Techniques;IET COMPUT DIGIT TEC;1751-8601;159;0.517;0.467;0.387;0.028;36;6.1;7.8;0.000480;0.166;100.000;15.770;0.05465
10025;Revista Brasileira de Anestesiologia;REV BRAS ANESTESIOL;0034-7094;464;0.517;0.483;0.690;0.037;82;5.3;>10.0;0.000870;0.152;90.240;8.065;0.09957
10025;SOUTHERN JOURNAL OF APPLIED FORESTRY;SOUTH J APPL FOR;0148-4419;450;0.517;0.517;0.630;Not Available;0;>10.0;Not Available;0.000350;0.215;Not Available;21.970;0.04001
10025;STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS;STUD NONLINEAR DYN E;1081-1826;370;0.517;0.466;0.628;0.133;30;9.6;>10.0;0.000780;0.379;100.000;21.494;0.08940
10030;ADVANCED ROBOTICS;ADV ROBOTICS;0169-1864;922;0.516;0.467;0.727;0.061;99;6.7;8.8;0.002310;0.274;100.000;14.000;0.26275
10030;PROCESS SAFETY PROGRESS;PROCESS SAF PROG;1066-8527;434;0.516;0.427;0.506;0.091;55;8.1;8.1;0.000590;0.122;98.180;18.148;0.06766
10030;RUSSIAN JOURNAL OF COORDINATION CHEMISTRY;RUSS J COORD CHEM+;1070-3284;1,151;0.516;0.351;0.521;0.119;118;9.8;7.8;0.001010;0.096;100.000;7.609;0.11532
10033;Entrepreneurship Research Journal;ENTREP RES J;2194-6175;34;0.515;0.364;0.458;0.083;12;Not Available;>10.0;0.000200;0.179;100.000;12.083;0.02225
10033;INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION;INT J ENVIRON POLLUT;0957-4352;791;0.515;0.505;0.577;0.067;15;8.9;8.4;0.001080;0.175;100.000;7.778;0.12326
10033;INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS;INT J NUMER MODEL EL;0894-3370;355;0.515;0.369;0.602;0.183;60;6.3;>10.0;0.000820;0.207;100.000;16.525;0.09317
10036;CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT;CAN J AGING;0714-9808;632;0.514;0.486;1.126;0.186;43;8.5;8.8;0.000900;0.300;97.670;17.188;0.10300
10036;Fetal and Pediatric Pathology;FETAL PEDIATR PATHOL;1551-3815;232;0.514;0.514;0.557;0.05;60;4.9;>10.0;0.000720;0.165;93.330;6.390;0.08158
10036;Petrophysics;PETROPHYSICS;1529-9074;265;0.514;0.400;0.642;0.25;32;7.7;9.2;0.000600;0.291;100.000;27.762;0.06865
10036;Russian Journal of Pacific Geology;RUSS J PAC GEOL;1819-7140;133;0.514;0.243;0.421;0.053;38;4.8;>10.0;0.000250;0.086;100.000;4.620;0.02874
10040;DOKLADY PHYSICS;DOKL PHYS;1028-3358;691;0.513;0.335;0.421;0.076;131;7.2;>10.0;0.001840;0.183;100.000;12.911;0.21005
10040;Energy & Environment;ENERG ENVIRON-UK;0958-305X;208;0.513;0.442;0.494;0.016;63;5.0;8.0;0.000590;0.162;100.000;6.250;0.06724
10040;English in Australia;ENGL AUST;0046-208X;81;0.513;0.308;0.398;0.0;15;Not Available;8.0;0.000140;0.085;100.000;23.160;0.01590
10040;JOURNAL OF POULTRY SCIENCE;J POULT SCI;1346-7395;415;0.513;0.393;0.668;0.125;48;6.8;>10.0;0.000670;0.168;93.750;31.897;0.07591
10040;SOUTHEASTERN NATURALIST;SOUTHEAST NAT;1528-7092;542;0.513;0.433;0.516;0.441;111;6.6;>10.0;0.000970;0.169;100.000;16.901;0.11079
10045;Cement Wapno Beton;CEM WAPNO BETON;1425-8129;155;0.512;0.375;0.449;0.026;39;4.6;>10.0;0.000300;0.089;100.000;21.246;0.03437
10045;Central European Journal of Mathematics;CENT EUR J MATH;1895-1074;458;0.512;0.512;0.511;Not Available;0;3.9;Not Available;0.004310;0.430;Not Available;36.058;0.49129
10045;Education and Training in Autism and Developmental Disabilities;EDUC TRAIN AUTISM DE;2154-1647;208;0.512;0.372;0.949;0.029;35;4.1;9.2;0.000800;0.244;82.860;15.475;0.09116
10045;LATIN AMERICAN PERSPECTIVES;LAT AM PERSPECT;0094-582X;487;0.512;0.463;0.661;0.038;53;8.1;8.9;0.001170;0.286;100.000;44.225;0.13355
10045;Politics Philosophy & Economics;POLIT PHILOS ECON;1470-594X;153;0.512;0.463;0.704;0.263;19;6.2;>10.0;0.000710;0.481;94.740;29.093;0.08122
10045;WATERBIRDS;WATERBIRDS;1524-4695;1,065;0.512;0.455;1.011;0.038;52;8.4;>10.0;0.001570;0.297;100.000;22.917;0.17848
10051;HAUTARZT;HAUTARZT;0017-8470;1,016;0.511;0.409;0.504;0.067;119;>10.0;6.1;0.000930;0.102;98.320;9.016;0.10609
10051;INTERNATIONAL REVIEW OF SOCIAL HISTORY;INT REV SOC HIST;0020-8590;194;0.511;0.362;0.466;0.042;24;9.6;>10.0;0.000490;0.277;87.500;81.034;0.05633
10051;JOURNAL OF ANIMAL AND FEED SCIENCES;J ANIM FEED SCI;1230-1388;581;0.511;0.424;0.751;0.125;40;7.7;9.5;0.000790;0.204;92.500;30.172;0.09022
10051;SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE;S AFR J ANIM SCI;0375-1589;584;0.511;0.353;0.672;0.036;55;8.5;>10.0;0.000770;0.174;94.550;30.172;0.08772
10051;Therapeutic Innovation & Regulatory Science;THER INNOV REGUL SCI;2168-4790;103;0.511;0.348;0.517;0.092;109;2.0;6.9;0.000650;0.241;87.160;3.897;0.07389
10056;Interpretation-A Journal of Subsurface Characterization;INTERPRETATION-J SUB;2324-8858;106;0.510;0.289;0.510;0.173;173;1.5;>10.0;0.000370;0.165;100.000;6.790;0.04235
10056;JOURNAL OF PLANT NUTRITION;J PLANT NUTR;0190-4167;3,576;0.510;0.475;0.686;0.082;147;>10.0;>10.0;0.002190;0.176;100.000;18.900;0.24937
10056;JOURNAL OF SOCIAL SERVICE RESEARCH;J SOC SERV RES;0148-8376;392;0.510;0.449;0.630;0.022;45;8.8;9.9;0.000700;0.202;100.000;20.732;0.08009
10056;JOURNAL OF SYMBOLIC LOGIC;J SYMBOLIC LOGIC;0022-4812;1,705;0.510;0.462;0.517;0.215;65;>10.0;>10.0;0.004080;0.724;100.000;34.914;0.46517
10056;Journal of Applied Spectroscopy;J APPL SPECTROSC+;0021-9037;1,112;0.510;0.407;0.488;0.1;170;9.7;>10.0;0.001170;0.105;99.410;8.140;0.13281
10056;Zeitschrift fur Orthopadie und Unfallchirurgie;Z ORTHOP UNFALLCHIR;1864-6697;292;0.510;0.313;0.514;0.013;77;4.7;8.8;0.000820;0.142;97.400;10.135;0.09382
10062;International Journal of Osteopathic Medicine;INT J OSTEOPATH MED;1746-0689;108;0.509;0.226;0.472;0.16;25;6.0;9.8;0.000100;0.061;88.000;14.069;0.01123
10062;Journal of Ocean University of China;J OCEAN U CHINA;1672-5182;515;0.509;0.446;Not Available;0.043;139;5.7;>10.0;0.000960;Not Available;97.840;9.016;0.10895
10062;MAIN GROUP METAL CHEMISTRY;MAIN GROUP MET CHEM;0792-1241;255;0.509;0.281;0.477;0.2;25;>10.0;9.5;0.000110;0.054;100.000;6.531;0.01229
10062;Promet-Traffic & Transportation;PROMET-ZAGREB;0353-5320;122;0.509;0.387;0.373;0.059;51;3.2;8.5;0.000320;0.082;96.080;13.636;0.03695
10066;ACTA POLYMERICA SINICA;ACTA POLYM SIN;1000-3304;846;0.508;0.309;0.391;0.128;187;5.7;7.1;0.000710;0.044;98.400;12.353;0.08071
10066;JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES;J JPN INT ECON;0889-1583;461;0.508;0.262;0.795;0.273;33;>10.0;8.9;0.000750;0.317;100.000;27.795;0.08516
10066;Journal of Signal Processing Systems for Signal Image and Video Technology;J SIGNAL PROCESS SYS;1939-8018;414;0.508;0.486;0.525;0.087;103;4.6;8.6;0.001890;0.234;100.000;13.692;0.21485
10066;RADIOPROTECTION;RADIOPROTECTION;0033-8451;184;0.508;0.400;0.510;0.242;33;6.2;8.1;0.000320;0.139;100.000;9.192;0.03625
10066;Turkish Neurosurgery;TURK NEUROSURG;1019-5149;681;0.508;0.486;0.736;0.099;142;4.3;>10.0;0.001940;0.187;93.660;6.059;0.22124
10071;Applications of Mathematics;APPL MATH-CZECH;0862-7940;299;0.507;0.493;0.488;0.029;34;9.6;>10.0;0.000670;0.267;100.000;17.913;0.07651
10071;INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT;INT J AGING HUM DEV;0091-4150;940;0.507;0.493;0.917;0.0;24;>10.0;>10.0;0.000860;0.338;100.000;8.843;0.09848
10071;JOURNAL OF BIOLOGICAL EDUCATION;J BIOL EDUC;0021-9266;375;0.507;0.449;0.591;0.133;30;>10.0;9.7;0.000430;0.190;100.000;16.642;0.04871
10071;JOURNAL OF ECONOMIC EDUCATION;J ECON EDUC;0022-0485;613;0.507;0.338;0.785;0.061;33;>10.0;8.0;0.002090;0.763;100.000;24.769;0.23790
10075;STATISTICS & PROBABILITY LETTERS;STAT PROBABIL LETT;0167-7152;3,204;0.506;0.429;0.622;0.083;348;9.2;>10.0;0.011420;0.493;100.000;19.919;1.30212
10076;ALGEBRAS AND REPRESENTATION THEORY;ALGEBR REPRESENT TH;1386-923X;405;0.505;0.451;0.634;0.053;75;5.3;>10.0;0.003590;0.700;100.000;35.417;0.40914
10076;Environment Protection Engineering;ENVIRON PROT ENG;0324-8828;302;0.505;0.467;0.679;0.073;55;4.9;9.5;0.000550;0.139;100.000;15.000;0.06276
10076;IZVESTIYA MATHEMATICS;IZV MATH+;1064-5632;470;0.505;0.426;0.502;0.093;43;>10.0;>10.0;0.001960;0.538;100.000;35.417;0.22335
10076;JOURNAL AMERICAN WATER WORKS ASSOCIATION;J AM WATER WORKS ASS;2164-4535;2,206;0.505;0.430;0.590;0.18;89;>10.0;5.5;0.001450;0.173;100.000;17.869;0.16474
10076;JOURNAL OF GROUP THEORY;J GROUP THEORY;1433-5883;303;0.505;0.437;0.476;0.102;49;7.1;>10.0;0.002370;0.570;100.000;35.417;0.27015
10076;JOURNAL OF OPTICAL TECHNOLOGY;J OPT TECHNOL+;1070-9762;604;0.505;0.377;0.385;0.079;139;5.6;>10.0;0.000880;0.073;100.000;10.556;0.10036
10076;Sex Education-Sexuality Society and Learning;SEX EDUC-SEX SOC LEA;1468-1811;301;0.505;0.342;Not Available;0.191;47;6.3;7.8;0.000590;Not Available;100.000;14.252;0.06706
10083;Balkan Medical Journal;BALK MED J;2146-3123;126;0.504;0.472;0.397;0.179;56;2.8;8.8;0.000370;0.087;89.290;19.032;0.04167
10083;ITALIAN JOURNAL OF FOOD SCIENCE;ITAL J FOOD SCI;1120-1770;460;0.504;0.426;0.430;0.148;61;9.4;9.5;0.000510;0.095;95.080;15.600;0.05819
10083;International Journal on Artificial Intelligence Tools;INT J ARTIF INTELL T;0218-2130;312;0.504;0.460;0.467;0.117;60;7.2;8.5;0.000600;0.153;100.000;6.683;0.06792
10086;DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT;DEUT MED WOCHENSCHR;0012-0472;1,759;0.503;0.442;0.471;0.167;245;>10.0;5.0;0.001760;0.097;95.920;18.387;0.20087
10086;JOURNAL OF APPLIED ANIMAL RESEARCH;J APPL ANIM RES;0971-2119;315;0.503;0.405;0.391;0.026;77;5.7;>10.0;0.000610;0.097;98.700;26.724;0.06916
10086;JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL;J COMPUT SYS SC INT+;1064-2307;323;0.503;0.132;0.433;0.096;73;5.2;>10.0;0.000500;0.082;100.000;8.042;0.05712
10089;International Journal of Nanotechnology;INT J NANOTECHNOL;1475-7435;480;0.502;0.460;0.663;0.095;84;5.3;7.7;0.000910;0.145;100.000;8.105;0.10348
10089;TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS;T INDIAN I METALS;0972-2815;550;0.502;0.415;0.494;0.095;190;5.6;9.7;0.000990;0.118;98.950;29.452;0.11237
10091;ACM Transactions on Reconfigurable Technology and Systems;ACM T RECONFIG TECHN;1936-7406;137;0.500;0.452;0.724;0.071;42;4.9;7.1;0.000650;0.337;100.000;18.627;0.07371
10091;ACTA PHYSICA SLOVACA;ACTA PHYS SLOVACA;0323-0465;260;0.500;0.500;1.630;0.2;5;8.6;>10.0;0.000250;0.602;100.000;14.557;0.02800
10091;AMERICAN SCIENTIST;AM SCI;0003-0996;1,983;0.500;0.471;0.611;0.244;45;>10.0;5.7;0.001010;0.291;100.000;42.063;0.11495
10091;APPLIED CATEGORICAL STRUCTURES;APPL CATEGOR STRUCT;0927-2852;306;0.500;0.453;0.476;0.051;39;>10.0;>10.0;0.001250;0.448;100.000;34.455;0.14274
10091;APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH;APPL ECOL ENV RES;1589-1623;321;0.500;0.481;0.554;0.101;79;7.5;>10.0;0.000440;0.143;98.730;8.278;0.04969
10091;ATLANTIC GEOLOGY;ATL GEOL;0843-5561;165;0.500;0.385;0.639;1.667;6;>10.0;>10.0;0.000200;0.222;100.000;11.702;0.02335
10091;AUSTRALIAN FEMINIST STUDIES;AUST FEMINIST STUD;0816-4649;150;0.500;0.370;0.507;0.0;12;6.2;8.4;0.000430;0.196;91.670;28.750;0.04854
10091;Acta Herpetologica;ACTA HERPETOL;1827-9635;151;0.500;0.446;0.714;0.095;21;4.7;>10.0;0.000470;0.211;100.000;17.081;0.05355
10091;Applied Linguistics Review;APPL LINGUIST REV;1868-6311;52;0.500;0.469;Not Available;0.0;20;Not Available;9.8;0.000410;Not Available;100.000;42.818;0.04713
10091;Asian Herpetological Research;ASIAN HERPETOL RES;2095-0357;94;0.500;0.471;0.535;0.212;33;Not Available;>10.0;0.000370;0.157;100.000;17.081;0.04235
10091;BEHAVIORAL INTERVENTIONS;BEHAV INTERVENT;1072-0847;333;0.500;0.432;0.741;0.042;24;9.1;>10.0;0.000500;0.305;95.830;11.066;0.05681
10091;CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE;CAN J ECON;0008-4085;1,498;0.500;0.485;0.858;0.2;30;>10.0;>10.0;0.003210;0.669;100.000;26.522;0.36566
10091;Chemical and Process Engineering-Inzynieria Chemiczna I Procesowa;CHEM PROCESS ENG-INZ;0208-6425;200;0.500;0.436;0.543;0.0;32;4.8;7.6;0.000440;0.124;100.000;17.407;0.04969
10091;EDUCATIONAL STUDIES;EDUC STUD-UK;0305-5698;493;0.500;0.463;0.684;0.0;38;8.9;>10.0;0.000960;0.281;100.000;21.861;0.10895
10091;ENVIRONMENTAL & ENGINEERING GEOSCIENCE;ENVIRON ENG GEOSCI;1078-7275;405;0.500;0.435;0.760;0.0;22;>10.0;>10.0;0.000440;0.242;100.000;8.073;0.05053
10091;GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY;GEOGR ANN B;0435-3684;765;0.500;0.500;1.061;1.154;13;9.7;8.1;0.000760;0.440;100.000;14.935;0.08649
10091;GEOGRAPHICAL REVIEW;GEOGR REV;0016-7428;1,170;0.500;0.435;0.663;0.061;33;>10.0;>10.0;0.000730;0.289;96.970;14.935;0.08281
10091;HASELTONIA;HASELTONIA;1070-0048;64;0.500;0.250;0.349;0.111;9;Not Available;>10.0;0.000080;0.119;100.000;18.421;0.00881
10091;HYLE;HYLE;1433-5158;49;0.500;0.214;0.633;0.0;3;Not Available;>10.0;0.000100;0.212;100.000;43.586;0.01095
10091;HYLE;HYLE;1433-5158;49;0.500;0.214;0.633;0.0;3;Not Available;>10.0;0.000100;0.212;100.000;43.586;0.01095
10091;Historical Studies in the Natural Sciences;HIST STUD NAT SCI;1939-1811;96;0.500;0.375;0.785;0.364;22;Not Available;>10.0;0.000800;0.671;90.910;59.091;0.09141
10091;Historical Studies in the Natural Sciences;HIST STUD NAT SCI;1939-1811;96;0.500;0.375;0.785;0.364;22;Not Available;>10.0;0.000800;0.671;90.910;59.091;0.09141
10091;INTERNATIONAL JOURNAL OF CAST METALS RESEARCH;INT J CAST METAL RES;1364-0461;409;0.500;0.458;0.420;0.125;40;8.6;>10.0;0.000400;0.102;95.000;28.082;0.04524
10091;INTERNATIONAL SURGERY;INT SURG;0020-8868;832;0.500;0.466;0.560;0.098;205;>10.0;9.8;0.000950;0.147;95.610;8.250;0.10785
10091;IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS;IZV ATMOS OCEAN PHY+;0001-4338;693;0.500;0.335;0.577;0.083;84;7.8;>10.0;0.001520;0.201;100.000;6.962;0.17330
10091;Image Analysis & Stereology;IMAGE ANAL STEREOL;1580-3139;202;0.500;0.474;0.800;0.118;17;7.3;>10.0;0.000620;0.459;94.120;13.187;0.07120
10091;Infancia y Aprendizaje;INFANC APRENDIZ;0210-3702;262;0.500;0.362;0.671;0.138;29;6.8;8.8;0.000300;0.122;100.000;5.034;0.03393
10091;International Journal of Law Policy and the Family;INT J LAW POLICY FAM;1360-9939;144;0.500;0.389;Not Available;0.0;19;7.2;9.3;0.000290;Not Available;100.000;25.667;0.03270
10091;International Journal of Mining Reclamation and Environment;INT J MIN RECLAM ENV;1748-0930;122;0.500;0.404;0.508;0.108;37;5.3;>10.0;0.000210;0.112;100.000;14.159;0.02440
10091;International Journal of Transport Economics;INT J TRANSP ECON;0391-8440;146;0.500;0.438;0.480;0.52;25;>10.0;7.7;0.000190;0.167;100.000;18.730;0.02165
10091;International Relations of the Asia-Pacific;INT RELAT ASIA-PAC;1470-482X;115;0.500;0.324;0.607;0.118;17;6.9;7.3;0.000370;0.293;100.000;27.326;0.04236
10091;JOURNAL OF COLLEGE STUDENT DEVELOPMENT;J COLL STUDENT DEV;0897-5264;1,281;0.500;0.446;0.787;0.015;67;>10.0;>10.0;0.001210;0.299;100.000;17.576;0.13754
10091;JOURNAL OF ENGINEERING TECHNOLOGY;J ENG TECHNOL;0747-9964;83;0.500;0.500;1.048;0.4;5;Not Available;>10.0;0.000150;0.238;100.000;24.118;0.01725
10091;JOURNAL OF MODERN HISTORY;J MOD HIST;0022-2801;441;0.500;0.471;0.583;0.235;17;>10.0;>10.0;0.000800;0.630;94.120;79.885;0.09121
10091;JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA;J PALAEONTOL SOC IND;0552-9360;269;0.500;0.350;Not Available;0.0;20;>10.0;>10.0;0.000170;Not Available;100.000;4.630;0.01898
10091;Journal of Business-to-Business Marketing;J BUS-BUS MARK;1051-712X;269;0.500;0.462;0.797;0.0;19;>10.0;>10.0;0.000180;0.189;100.000;11.250;0.02088
10091;Journal of Computational Finance;J COMPUT FINANC;1460-1559;363;0.500;0.438;0.768;0.125;16;>10.0;>10.0;0.000610;0.491;100.000;19.681;0.06935
10091;Journal of Computing in Higher Education;J COMPUT HIGH EDUC;1042-1726;156;0.500;0.500;0.772;0.083;12;7.6;8.9;0.000200;0.235;100.000;21.861;0.02312
10091;LINGUISTIC REVIEW;LINGUIST REV;0167-6318;335;0.500;0.438;0.590;0.318;22;>10.0;>10.0;0.000550;0.438;100.000;42.818;0.06264
10091;Metallurgical Research & Technology;METALL RES TECHNOL;2271-3646;24;0.500;0.425;0.500;0.043;47;Not Available;>10.0;0.000070;0.115;95.740;28.082;0.00792
10091;Nagoya Journal of Medical Science;NAGOYA J MED SCI;2186-3326;222;0.500;0.446;0.716;0.083;72;5.8;9.0;0.000430;0.183;94.440;8.468;0.04877
10091;Ocean Science Journal;OCEAN SCI J;1738-5261;242;0.500;0.461;Not Available;0.074;68;4.7;>10.0;0.000830;Not Available;95.590;8.737;0.09483
10091;PHYSICS TEACHER;PHYS TEACH;0031-921X;863;0.500;0.162;Not Available;0.31;100;>10.0;>10.0;0.000770;Not Available;100.000;14.557;0.08807
10091;POLISH JOURNAL OF ECOLOGY;POL J ECOL;1505-2249;545;0.500;0.393;0.578;0.0;58;7.4;>10.0;0.000810;0.146;100.000;9.667;0.09183
10091;Physics of Wave Phenomena;PHYS WAVE PHENOM;1541-308X;128;0.500;0.347;0.415;0.214;42;3.7;>10.0;0.000410;0.121;100.000;14.557;0.04682
10091;Revista Chilena de Infectologia;REV CHIL INFECTOL;0716-1018;349;0.500;0.366;0.513;0.037;108;4.7;8.1;0.000570;0.096;100.000;4.217;0.06489
10091;SLAVIC REVIEW;SLAVIC REV;0037-6779;444;0.500;0.479;0.664;0.167;24;>10.0;>10.0;0.000780;0.395;100.000;57.246;0.08918
10091;SYSTEMIC PRACTICE AND ACTION RESEARCH;SYST PRACT ACT RES;1094-429X;290;0.500;0.397;0.595;0.133;30;7.6;>10.0;0.000330;0.137;100.000;13.281;0.03721
10091;WEED BIOLOGY AND MANAGEMENT;WEED BIOL MANAG;1444-6162;368;0.500;0.417;0.829;0.105;19;8.7;>10.0;0.000470;0.242;100.000;23.367;0.05382
